year,ers_region,crop,cov_level,group,indemnity,liability,loss_cost,cert,trans
2018,Northern Crescent,Soybeans,0.75,conventional,10588541.0,284616928.0,0.03720278015227541,0,0
2018,Northern Crescent,Soybeans,0.8,conventional,13708333.0,322019223.0,0.042569921361495865,0,0
2018,Southern Seaboard,Wheat,0.5,conventional,9027.0,443402.0,0.020358500863775986,0,0
2018,Southern Seaboard,Wheat,0.5,transitional,0.0,8593.0,0.0,0,1
2018,Southern Seaboard,Wheat,0.65,conventional,89406.0,1049987.0,0.085149625662032,0,0
2018,Southern Seaboard,Corn,0.8,certified,149253.0,464852.0,0.32107638560229923,1,0
2018,Southern Seaboard,Soybeans,0.7,certified,239910.0,1126068.0,0.2130510768443824,1,0
2018,Southern Seaboard,Corn,0.7,transitional,5493.0,34646.0,0.15854644114760721,0,1
2018,Southern Seaboard,Soybeans,0.7,transitional,41932.0,99566.0,0.4211477813711508,0,1
2018,Southern Seaboard,Soybeans,0.8,certified,10830.0,522440.0,0.02072965316591379,1,0
2018,Northern Crescent,Corn,0.75,conventional,23268459.0,955105262.0,0.0243621932846183,0,0
2018,Northern Crescent,Corn,0.75,certified,2123271.0,22677843.0,0.09362755531908391,1,0
2018,Northern Crescent,Soybeans,0.75,certified,360203.0,2332932.0,0.15439927096031947,1,0
2018,Southern Seaboard,Soybeans,0.75,transitional,1750.0,39477.0,0.04432960964612306,0,1
2018,Northern Crescent,Corn,0.5,conventional,397483.0,84169183.0,0.0047224291104263185,0,0
2018,Northern Crescent,Corn,0.5,transitional,0.0,109344.0,0.0,0,1
2018,Northern Crescent,Corn,0.55,conventional,45068.0,11236448.0,0.0040108760348466,0,0
2018,Northern Crescent,Corn,0.7,certified,570588.0,7095866.0,0.0804113268204332,1,0
2018,Northern Crescent,Corn,0.8,certified,1129319.0,11666188.0,0.09680274310683147,1,0
2018,Northern Crescent,Corn,0.85,conventional,13807129.0,314863104.0,0.04385121287504045,0,0
2018,Northern Crescent,Wheat,0.55,conventional,11667.0,346775.0,0.033644293850479415,0,0
2018,Northern Crescent,Wheat,0.65,conventional,28876.0,3157913.0,0.00914401378378695,0,0
2018,Northern Crescent,Wheat,0.65,certified,23805.0,395207.0,0.060234256984314546,1,0
2018,Northern Crescent,Wheat,0.7,conventional,463805.0,16188376.0,0.028650495886678194,0,0
2018,Northern Crescent,Wheat,0.8,conventional,650322.0,13395657.0,0.048547226910930906,0,0
2018,Northern Crescent,Wheat,0.8,certified,87405.0,551219.0,0.15856674026113032,1,0
2018,Northern Crescent,Wheat,0.85,conventional,187907.0,2550414.0,0.07367705792079247,0,0
2018,Northern Crescent,Corn,0.65,certified,59007.0,940170.0,0.06276205367114458,1,0
2018,Northern Crescent,Corn,0.75,transitional,28643.0,725072.0,0.03950366308449368,0,1
2018,Northern Crescent,Wheat,0.5,conventional,8173.0,3016494.0,0.002709436849534592,0,0
