crop_name,year,subtype,match_keys,org_loss_per_acre,conv_loss_per_acre,ratio_org_over_conv,org_indemnity,org_acres,conv_indemnity,conv_acres
Pistachios,2014,certified organic,3,988.32,42.04,23.509,241149.0,244.0,617395.0,14685.0
Pistachios,2015,certified organic,3,2368.29,850.37,2.785,577863.0,244.0,14476707.0,17024.0
Pistachios,2016,certified organic,4,104.26,4.84,21.541,79756.0,765.0,77109.0,15929.0
Pistachios,2017,certified organic,3,89.48,190.06,0.471,44114.0,493.0,2631350.0,13845.0
Pistachios,2018,certified organic,4,0.0,0.0,,0.0,806.0,0.0,15056.0
Pistachios,2019,certified organic,5,13.85,125.3,0.111,15479.0,1118.0,2666545.0,21281.0
Pistachios,2020,certified organic,4,162.44,8.96,18.129,174133.0,1072.0,197006.0,21984.0
Pistachios,2021,certified organic,5,528.72,58.03,9.111,861284.0,1629.0,4311400.0,74300.0
Pistachios,2022,certified organic,4,296.8,282.86,1.049,846776.0,2853.0,19743932.0,69802.0
Pistachios,2023,certified organic,5,49.89,73.51,0.679,189314.0,3795.0,11276659.0,153393.0
Pistachios,2024,certified organic,4,0.0,0.0,,0.0,1860.0,0.0,68124.0
Pistachios,2025,certified organic,7,0.0,0.0,,0.0,3897.0,0.0,199017.0
Plums,2011,certified organic,5,22.58,79.71,0.283,15379.0,681.0,708660.0,8890.0
Plums,2012,certified organic,6,91.82,231.39,0.397,47104.0,513.0,2482540.0,10729.0
Plums,2013,certified organic,7,92.72,63.96,1.45,51829.0,559.0,808098.0,12634.0
Plums,2014,certified organic,7,15.12,55.44,0.273,6939.0,459.0,713751.0,12875.0
Plums,2015,certified organic,5,662.78,186.01,3.563,322775.0,487.0,1907718.0,10256.0
Plums,2016,certified organic,5,45.72,118.08,0.387,23318.0,510.0,1080169.0,9148.0
Plums,2017,certified organic,7,843.98,139.75,6.039,421989.0,500.0,1616861.0,11570.0
Plums,2018,certified organic,7,529.01,116.59,4.537,254456.0,481.0,1329234.0,11401.0
Plums,2019,certified organic,7,846.51,174.22,4.859,440184.0,520.0,1860458.0,10679.0
Plums,2020,certified organic,6,725.15,132.24,5.484,497453.0,686.0,1178418.0,8911.0
Plums,2021,certified organic,5,287.27,382.24,0.752,172074.0,599.0,2534655.0,6631.0
Plums,2022,certified organic,4,1916.4,607.82,3.153,1144089.0,597.0,3460328.0,5693.0
Plums,2023,certified organic,7,121.21,160.24,0.756,96485.0,796.0,1711707.0,10682.0
Plums,2024,certified organic,5,0.0,0.0,,0.0,336.0,0.0,2865.0
Plums,2025,certified organic,5,0.0,6.04,0.0,0.0,560.0,33315.0,5518.0
Pomegranates,2023,certified organic,2,61.28,64.51,0.95,29047.0,474.0,131477.0,2038.0
Pomegranates,2024,certified organic,3,0.0,0.0,,0.0,757.0,0.0,7655.0
Pomegranates,2025,certified organic,3,0.0,0.0,,0.0,313.0,0.0,6838.0
Popcorn,2011,certified organic,7,44.3,23.45,1.889,54580.0,1232.0,263043.0,11218.0
Popcorn,2012,certified organic,3,18.89,33.19,0.569,10052.0,532.0,68605.0,2067.0
Popcorn,2013,certified organic,8,28.06,4.26,6.587,27187.0,969.0,30538.0,7162.0
Popcorn,2014,certified organic,8,115.57,147.38,0.784,203054.0,1757.0,3284744.0,22287.0
Popcorn,2015,certified organic,9,52.11,28.51,1.828,83844.0,1609.0,199053.0,6982.0
Popcorn,2016,certified organic,12,31.48,5.63,5.591,68595.0,2179.0,87039.0,15456.0
Popcorn,2017,certified organic,11,11.41,6.93,1.646,44379.0,3888.0,190824.0,27555.0
Popcorn,2018,certified organic,10,140.85,26.05,5.407,426363.0,3027.0,561233.0,21542.0
Popcorn,2019,certified organic,14,139.49,32.85,4.246,676531.0,4850.0,708256.0,21563.0
Popcorn,2020,certified organic,27,172.68,16.17,10.679,1181459.0,6842.0,705662.0,43635.0
Popcorn,2021,certified organic,20,78.84,8.48,9.297,548481.0,6957.0,323147.0,38121.0
Popcorn,2022,certified organic,27,99.89,9.09,10.989,816603.0,8175.0,522842.0,57493.0
Popcorn,2023,certified organic,17,3.01,14.8,0.203,16894.0,5604.0,355249.0,24010.0
Potatoes,2011,certified organic,20,77.89,66.18,1.177,322229.0,4137.0,10518263.0,158934.0
Potatoes,2012,certified organic,20,104.32,63.46,1.644,575017.0,5512.0,12353291.0,194665.0
Potatoes,2013,certified organic,20,137.68,105.9,1.3,752572.0,5466.0,18503485.0,174719.0
Potatoes,2014,certified organic,16,223.34,70.6,3.163,1408157.0,6305.0,11806702.0,167223.0
Potatoes,2015,certified organic,17,378.02,124.72,3.031,3710981.0,9817.0,17551284.0,140729.0
Potatoes,2016,certified organic,25,376.91,67.4,5.592,3952687.0,10487.0,14866752.0,220581.0
Potatoes,2017,certified organic,27,370.33,46.24,8.009,3355177.0,9060.0,9028660.0,195257.0
Potatoes,2018,certified organic,25,315.87,180.69,1.748,4252289.0,13462.0,37959720.0,210085.0
Potatoes,2019,certified organic,26,631.14,143.79,4.389,6979093.0,11058.0,32960080.0,229224.0
Potatoes,2020,certified organic,26,940.73,141.12,6.666,12468480.0,13254.0,26669177.0,188983.0
Potatoes,2021,certified organic,22,1347.84,221.85,6.075,20144836.0,14946.0,38152610.0,171971.0
Potatoes,2022,certified organic,21,1483.9,211.53,7.015,21173830.0,14269.0,31283855.0,147894.0
Potatoes,2023,certified organic,20,930.1,134.12,6.935,11455153.0,12316.0,22813129.0,170100.0
Potatoes,2025,certified organic,1,0.0,0.0,,0.0,84.0,0.0,1898.0
Processing Apricots,2011,certified organic,2,46.76,134.65,0.347,8463.0,181.0,236713.0,1758.0
Processing Apricots,2012,certified organic,2,8.37,321.46,0.026,1247.0,149.0,555488.0,1728.0
Processing Apricots,2013,certified organic,2,0.0,108.76,0.0,0.0,73.0,177275.0,1630.0
Processing Apricots,2014,certified organic,2,0.0,191.93,0.0,0.0,73.0,332421.0,1732.0
Processing Apricots,2015,certified organic,2,0.0,672.23,0.0,0.0,73.0,1084301.0,1613.0
Processing Apricots,2016,certified organic,2,437.26,935.12,0.468,31920.0,73.0,1501800.0,1606.0
Processing Apricots,2017,certified organic,3,408.51,302.58,1.35,49021.0,120.0,523768.0,1731.0
Processing Apricots,2018,certified organic,2,392.73,800.61,0.491,35346.0,90.0,1138467.0,1422.0
Processing Apricots,2019,certified organic,2,0.0,39.59,0.0,0.0,90.0,30328.0,766.0
Processing Apricots,2020,certified organic,1,0.0,1292.92,0.0,0.0,45.0,928318.0,718.0
Processing Apricots,2021,certified organic,1,0.0,1.08,0.0,0.0,45.0,682.0,634.0
Processing Apricots,2022,certified organic,1,0.0,563.7,0.0,0.0,45.0,392332.0,696.0
Processing Apricots,2023,certified organic,1,104.64,252.33,0.415,4709.0,45.0,178145.0,706.0
Processing Apricots,2024,certified organic,1,0.0,0.0,,0.0,45.0,0.0,521.0
Processing Apricots,2025,certified organic,1,0.0,0.0,,0.0,45.0,0.0,739.0
Processing Beans,2015,certified organic,2,13.98,86.55,0.162,1650.0,118.0,158650.0,1833.0
Processing Beans,2016,certified organic,2,0.0,110.14,0.0,0.0,159.0,556098.0,5049.0
Processing Beans,2017,certified organic,1,0.0,87.4,0.0,0.0,384.0,45448.0,520.0
Processing Beans,2018,certified organic,3,245.85,90.96,2.703,73262.0,298.0,254412.0,2797.0
Processing Beans,2019,certified organic,3,167.58,43.81,3.825,21786.0,130.0,187699.0,4284.0
Processing Beans,2020,certified organic,2,178.82,94.15,1.899,29326.0,164.0,292509.0,3107.0
Processing Beans,2021,certified organic,3,227.19,78.86,2.881,71111.0,313.0,306702.0,3889.0
Processing Beans,2022,certified organic,2,275.4,11.97,23.008,95838.0,348.0,23734.0,1982.0
Processing Beans,2023,certified organic,2,63.16,65.73,0.961,18696.0,296.0,126654.0,1927.0
Processing Cling Peaches,2011,certified organic,5,166.56,66.27,2.513,16656.0,100.0,509766.0,7692.0
Processing Cling Peaches,2012,certified organic,4,0.0,101.57,0.0,0.0,77.0,669826.0,6595.0
Processing Cling Peaches,2013,certified organic,4,0.0,35.43,0.0,0.0,77.0,224683.0,6341.0
Processing Cling Peaches,2014,certified organic,4,0.0,27.88,0.0,0.0,116.0,178138.0,6389.0
Processing Cling Peaches,2015,certified organic,5,0.0,36.37,0.0,0.0,116.0,230487.0,6337.0
Processing Cling Peaches,2016,certified organic,5,69.08,175.98,0.393,10017.0,145.0,1007647.0,5726.0
Processing Cling Peaches,2017,certified organic,3,0.0,78.27,0.0,0.0,121.0,114590.0,1464.0
Processing Cling Peaches,2018,certified organic,4,0.0,116.11,0.0,0.0,112.0,181943.0,1567.0
Processing Cling Peaches,2019,certified organic,4,0.0,62.15,0.0,0.0,138.0,76440.0,1230.0
Processing Cling Peaches,2020,certified organic,4,0.0,38.65,0.0,0.0,125.0,49855.0,1290.0
Processing Cling Peaches,2021,certified organic,5,0.0,299.21,0.0,0.0,135.0,858423.0,2869.0
Processing Cling Peaches,2022,certified organic,4,38.53,820.33,0.047,4392.0,114.0,1255923.0,1531.0
Processing Cling Peaches,2023,certified organic,4,0.0,155.08,0.0,0.0,102.0,235559.0,1519.0
Processing Cling Peaches,2024,certified organic,1,0.0,0.0,,0.0,14.0,0.0,820.0
Processing Cling Peaches,2025,certified organic,3,0.0,0.0,,0.0,127.0,0.0,1418.0
Processing Freestone,2011,certified organic,1,0.0,3.08,0.0,0.0,16.0,416.0,135.0
Processing Freestone,2012,certified organic,1,0.0,0.0,,0.0,16.0,0.0,118.0
Processing Freestone,2013,certified organic,1,0.0,0.0,,0.0,16.0,0.0,131.0
Processing Freestone,2014,certified organic,1,45.94,69.0,0.666,735.0,16.0,3933.0,57.0
Processing Freestone,2015,certified organic,1,0.0,0.0,,0.0,16.0,0.0,41.0
Processing Freestone,2016,certified organic,1,0.0,0.0,,0.0,16.0,0.0,38.0
Processing Freestone,2017,certified organic,1,0.0,0.0,,0.0,16.0,0.0,40.0
Processing Freestone,2018,certified organic,3,0.0,0.0,,0.0,29.0,0.0,205.0
Processing Freestone,2019,certified organic,4,0.0,0.0,,0.0,96.0,0.0,583.0
Processing Freestone,2020,certified organic,3,0.0,16.15,0.0,0.0,108.0,7657.0,474.0
Processing Freestone,2021,certified organic,3,735.56,24.69,29.792,79440.0,108.0,11380.0,461.0
Processing Freestone,2022,certified organic,3,432.07,87.29,4.95,47096.0,109.0,42860.0,491.0
Processing Freestone,2023,certified organic,3,1686.52,375.86,4.487,116370.0,69.0,186051.0,495.0
Processing Freestone,2024,certified organic,2,0.0,0.0,,0.0,51.0,0.0,252.0
Processing Freestone,2025,certified organic,3,0.0,0.0,,0.0,82.0,0.0,498.0
Prunes,2011,certified organic,9,23.22,57.05,0.407,22034.0,949.0,2496619.0,43764.0
Prunes,2012,certified organic,9,36.53,32.35,1.129,39163.0,1072.0,1329168.0,41081.0
Prunes,2013,certified organic,8,175.73,310.46,0.566,180828.0,1029.0,11700450.0,37687.0
Prunes,2014,certified organic,8,128.33,165.1,0.777,153740.0,1198.0,6154848.0,37280.0
Prunes,2015,certified organic,7,189.51,251.27,0.754,221540.0,1169.0,8053081.0,32049.0
Prunes,2016,certified organic,7,694.92,1692.57,0.411,830434.0,1195.0,46041319.0,27202.0
Prunes,2017,certified organic,8,20.3,223.29,0.091,25845.0,1273.0,6388262.0,28610.0
Prunes,2018,certified organic,8,218.03,477.23,0.457,266870.0,1224.0,13083238.0,27415.0
Prunes,2019,certified organic,7,0.0,342.07,0.0,0.0,1043.0,8280469.0,24207.0
Prunes,2020,certified organic,7,292.09,940.64,0.311,239805.0,821.0,20826767.0,22141.0
Prunes,2021,certified organic,7,8.58,192.52,0.045,9540.0,1112.0,3847611.0,19985.0
Prunes,2022,certified organic,7,519.88,571.07,0.91,493368.0,949.0,11256999.0,19712.0
Prunes,2023,certified organic,6,0.0,119.66,0.0,0.0,684.0,2284117.0,19088.0
Prunes,2024,certified organic,3,0.0,0.0,,0.0,839.0,0.0,11055.0
Prunes,2025,certified organic,6,0.0,0.0,,0.0,856.0,0.0,18576.0
Pumpkins,2013,certified organic,1,262.72,120.73,2.176,17602.0,67.0,235673.0,1952.0
Pumpkins,2015,certified organic,2,972.98,292.04,3.332,62271.0,64.0,1578164.0,5404.0
Pumpkins,2016,certified organic,2,35.93,72.81,0.493,13978.0,389.0,249896.0,3432.0
Pumpkins,2017,certified organic,2,0.0,170.02,0.0,0.0,252.0,589791.0,3469.0
Pumpkins,2018,certified organic,2,0.0,0.0,,0.0,188.0,0.0,2051.0
Pumpkins,2019,certified organic,2,84.06,70.92,1.185,21016.0,250.0,175322.0,2472.0
Pumpkins,2020,certified organic,2,10.08,52.76,0.191,1552.0,154.0,229395.0,4348.0
Pumpkins,2021,certified organic,2,0.0,61.0,0.0,0.0,83.0,167076.0,2739.0
Pumpkins,2022,certified organic,1,251.27,0.0,,9297.0,37.0,0.0,158.0
Pumpkins,2023,certified organic,1,-1680.4,443.34,-3.79,-42010.0,25.0,942984.0,2127.0
RICE,2006,certified organic,25,33.71,17.76,1.898,401555.0,11913.0,7692115.0,433193.0
RICE,2007,certified organic,20,11.69,9.08,1.287,201562.0,17238.0,3672179.0,404503.0
RICE,2008,certified organic,28,16.27,5.16,3.153,271024.0,16657.0,2517032.0,488207.0
RICE,2009,certified organic,31,16.12,10.28,1.568,257216.0,15956.0,6532883.0,635736.0
RICE,2010,certified organic,30,6.67,7.58,0.88,140930.0,21137.0,4278691.0,564564.0
Rice,2011,certified organic,33,28.62,6.28,4.557,587121.0,20513.0,2878637.0,458511.0
Rice,2012,certified organic,25,28.95,46.14,0.627,671353.0,23193.0,19602971.0,424848.0
Rice,2013,certified organic,28,22.22,86.34,0.257,558181.0,25125.0,38789135.0,449265.0
Rice,2014,certified organic,32,183.22,136.74,1.34,5614129.0,30642.0,76115166.0,556652.0
Rice,2015,certified organic,39,146.86,138.82,1.058,5757156.0,39201.0,82312758.0,592953.0
Rice,2016,certified organic,35,214.5,16.06,13.356,10803756.0,50366.0,9330229.0,580839.0
Rice,2017,certified organic,38,322.16,109.99,2.929,18420721.0,57178.0,61313469.0,557462.0
Rice,2018,certified organic,35,146.83,30.06,4.885,6322300.0,43059.0,18325754.0,609614.0
Rice,2019,certified organic,37,198.52,90.86,2.185,9109288.0,45887.0,59907403.0,659340.0
Rice,2020,certified organic,36,140.82,64.53,2.182,6020738.0,42756.0,40837733.0,632892.0
Rice,2021,certified organic,30,277.84,183.93,1.511,11117052.0,40012.0,108306311.0,588836.0
Rice,2022,certified organic,27,490.79,585.37,0.838,19869159.0,40484.0,363675394.0,621277.0
Rice,2023,certified organic,33,229.78,173.78,1.322,9610668.0,41826.0,128398374.0,738842.0
Rio Red & Star Ruby,2013,certified organic,2,0.0,23.21,0.0,0.0,21.0,166398.0,7169.0
Rio Red & Star Ruby,2014,certified organic,2,0.0,15.49,0.0,0.0,21.0,134135.0,8658.0
Rio Red & Star Ruby,2015,certified organic,2,0.0,23.48,0.0,0.0,21.0,203980.0,8688.0
Rio Red & Star Ruby,2016,certified organic,2,366.48,19.66,18.641,7696.0,21.0,174572.0,8880.0
Rio Red & Star Ruby,2017,certified organic,2,0.0,17.63,0.0,0.0,21.0,162186.0,9199.0
Ruby Red Grapefruit,2013,certified organic,1,0.0,362.36,0.0,0.0,2.0,26090.0,72.0
Ruby Red Grapefruit,2014,certified organic,1,0.0,442.46,0.0,0.0,2.0,12389.0,28.0
Ruby Red Grapefruit,2015,certified organic,1,0.0,679.96,0.0,0.0,2.0,16319.0,24.0
Ruby Red Grapefruit,2016,certified organic,1,0.0,928.08,0.0,0.0,2.0,22274.0,24.0
Ruby Red Grapefruit,2017,certified organic,1,0.0,820.0,0.0,0.0,2.0,6560.0,8.0
Rye,2025,certified organic,1,0.0,0.0,,0.0,27.0,0.0,187.0
Safflower,2011,certified organic,4,7.14,7.7,0.927,15268.0,2139.0,38024.0,4938.0
Safflower,2012,certified organic,4,4.48,19.29,0.232,4700.0,1050.0,192675.0,9990.0
Safflower,2013,certified organic,5,11.4,6.34,1.798,19899.0,1746.0,58692.0,9255.0
Safflower,2014,certified organic,4,42.76,8.32,5.139,26210.0,613.0,35192.0,4230.0
Safflower,2015,certified organic,3,90.33,6.04,14.955,77861.0,862.0,53709.0,8893.0
Safflower,2016,certified organic,4,19.57,12.23,1.6,20470.0,1046.0,69087.0,5649.0
Safflower,2017,certified organic,5,0.13,5.4,0.024,130.0,972.0,23065.0,4271.0
Safflower,2018,certified organic,6,40.73,7.42,5.489,55593.0,1365.0,83037.0,11196.0
Safflower,2019,certified organic,3,26.46,15.27,1.733,12411.0,469.0,50920.0,3334.0
Safflower,2020,certified organic,10,2.18,7.99,0.273,14139.0,6488.0,121169.0,15157.0
Safflower,2021,certified organic,4,35.48,29.39,1.207,62310.0,1756.0,123586.0,4205.0
Safflower,2022,certified organic,3,50.44,40.65,1.241,82515.0,1636.0,470602.0,11577.0
Safflower,2023,certified organic,2,16.53,5.01,3.299,19821.0,1199.0,13209.0,2635.0
Silage Sorghum,2013,certified organic,4,17.97,15.42,1.165,29601.0,1647.0,256063.0,16611.0
Silage Sorghum,2014,certified organic,4,64.01,7.9,8.103,71302.0,1114.0,161424.0,20446.0
Silage Sorghum,2015,certified organic,5,24.34,15.18,1.603,44986.0,1848.0,252723.0,16649.0
Silage Sorghum,2016,certified organic,3,146.18,6.6,22.148,141648.0,969.0,33370.0,5055.0
Silage Sorghum,2017,certified organic,4,37.75,8.85,4.266,72933.0,1932.0,108118.0,12219.0
Silage Sorghum,2018,certified organic,4,165.35,35.46,4.663,322764.0,1952.0,317804.0,8962.0
Silage Sorghum,2019,certified organic,5,216.55,27.79,7.792,264403.0,1221.0,488019.0,17559.0
Silage Sorghum,2020,certified organic,6,154.73,109.39,1.414,350619.0,2266.0,2468784.0,22569.0
Silage Sorghum,2021,certified organic,4,114.95,23.36,4.921,256558.0,2232.0,741102.0,31732.0
Silage Sorghum,2022,certified organic,4,508.13,108.33,4.691,1309445.0,2577.0,2202400.0,20331.0
Silage Sorghum,2023,certified organic,4,371.22,120.69,3.076,941053.0,2535.0,5100372.0,42259.0
Soybeans,2011,certified organic,310,114.09,19.78,5.768,5136679.0,45023.0,272738988.0,13785301.0
Soybeans,2012,certified organic,307,136.67,30.28,4.514,6543128.0,47877.0,449246518.0,14834191.0
Soybeans,2013,certified organic,316,119.72,23.79,5.032,6569808.0,54875.0,393192471.0,16529055.0
Soybeans,2014,certified organic,309,99.93,24.55,4.07,4740325.0,47438.0,443466492.0,18061933.0
Soybeans,2015,certified organic,340,52.8,10.3,5.126,2898831.0,54898.0,212014642.0,20583245.0
Soybeans,2016,certified organic,363,47.67,3.62,13.169,3035919.0,63687.0,72033251.0,19890037.0
Soybeans,2017,certified organic,389,79.15,7.79,10.16,5681621.0,71781.0,171513458.0,22011305.0
Soybeans,2018,certified organic,401,90.59,17.24,5.255,7203493.0,79515.0,389968436.0,22622717.0
Soybeans,2019,certified organic,425,91.01,20.72,4.392,8544214.0,93886.0,431492330.0,20825478.0
Soybeans,2020,certified organic,425,79.3,13.6,5.831,9497289.0,119770.0,319282445.0,23476520.0
Soybeans,2021,certified organic,470,88.93,17.29,5.143,13753159.0,154652.0,455553734.0,26349670.0
Soybeans,2022,certified organic,513,161.77,29.32,5.517,34833835.0,215324.0,797210687.0,27186739.0
Soybeans,2023,certified organic,480,122.46,28.24,4.336,21474621.0,175365.0,725973909.0,25703314.0
Sugar Beets,2016,certified organic,1,0.0,8.39,0.0,0.0,81.0,185055.0,22044.0
Sugar Beets,2020,certified organic,1,0.0,52.79,0.0,0.0,72.0,1519235.0,28778.0
Sugar Beets,2021,certified organic,1,0.0,4.77,0.0,0.0,6.0,122159.0,25604.0
Sugar Beets,2023,certified organic,2,0.0,5.58,0.0,0.0,149.0,371013.0,66478.0
Sugar Beets,2025,certified organic,1,0.0,5.23,0.0,0.0,85.0,84117.0,16085.0
Sunflowers,2011,certified organic,27,54.58,63.57,0.859,559328.0,10247.0,11594882.0,182394.0
Sunflowers,2012,certified organic,23,55.22,17.48,3.159,591715.0,10715.0,3420668.0,195659.0
Sunflowers,2013,certified organic,20,47.53,58.24,0.816,363135.0,7640.0,6938293.0,119125.0
Sunflowers,2014,certified organic,17,85.6,62.68,1.366,527974.0,6168.0,4948332.0,78946.0
Sunflowers,2015,certified organic,27,29.99,18.04,1.662,264755.0,8827.0,3094584.0,171518.0
Sunflowers,2016,certified organic,26,28.39,12.72,2.232,325460.0,11465.0,1204402.0,94695.0
Sunflowers,2017,certified organic,35,62.38,17.46,3.573,1061051.0,17009.0,2600083.0,148882.0
Sunflowers,2018,certified organic,19,50.03,25.45,1.966,377259.0,7541.0,1973061.0,77516.0
Sunflowers,2019,certified organic,24,52.05,35.78,1.455,471129.0,9052.0,3151153.0,88061.0
Sunflowers,2020,certified organic,31,36.05,20.09,1.794,489209.0,13571.0,2809670.0,139830.0
Sunflowers,2021,certified organic,25,100.97,43.49,2.322,922071.0,9132.0,1721399.0,39582.0
Sunflowers,2022,certified organic,25,117.58,29.48,3.988,1257670.0,10696.0,3619313.0,122769.0
Sunflowers,2023,certified organic,26,184.97,34.44,5.371,2555235.0,13814.0,2654471.0,77076.0
Sweet Corn,2011,certified organic,11,52.5,10.65,4.93,200871.0,3826.0,291566.0,27375.0
Sweet Corn,2012,certified organic,11,24.14,6.67,3.619,124502.0,5157.0,247708.0,37115.0
Sweet Corn,2013,certified organic,11,51.84,24.33,2.131,216126.0,4169.0,888813.0,36535.0
Sweet Corn,2014,certified organic,17,57.16,14.11,4.051,560037.0,9798.0,670911.0,47544.0
Sweet Corn,2015,certified organic,18,69.92,15.49,4.514,643608.0,9205.0,739621.0,47755.0
Sweet Corn,2016,certified organic,17,89.54,16.21,5.524,670270.0,7486.0,916439.0,56543.0
Sweet Corn,2017,certified organic,19,79.2,16.39,4.832,756661.0,9554.0,1483849.0,90509.0
Sweet Corn,2018,certified organic,24,226.85,14.28,15.886,2191379.0,9660.0,1171364.0,82026.0
Sweet Corn,2019,certified organic,29,91.72,27.66,3.316,695878.0,7587.0,2718822.0,98295.0
Sweet Corn,2020,certified organic,32,84.36,32.35,2.608,747665.0,8863.0,4047024.0,125099.0
Sweet Corn,2021,certified organic,28,45.23,40.76,1.11,559393.0,12367.0,4922689.0,120763.0
Sweet Corn,2022,certified organic,28,73.59,28.61,2.572,927998.0,12610.0,2985133.0,104347.0
Sweet Corn,2023,certified organic,19,30.51,32.38,0.942,216539.0,7097.0,2531594.0,78174.0
Sweet Oranges,2012,certified organic,1,0.0,82.36,0.0,0.0,10.0,26767.0,325.0
Sweet Oranges,2013,certified organic,1,0.0,1.64,0.0,0.0,10.0,572.0,348.0
Sweet Oranges,2014,certified organic,1,0.0,69.26,0.0,0.0,1.0,26942.0,389.0
Table Grapes,2011,certified organic,9,219.88,46.39,4.74,584223.0,2657.0,3452950.0,74428.0
Table Grapes,2012,certified organic,6,25.98,25.24,1.029,61805.0,2379.0,1766380.0,69983.0
Table Grapes,2013,certified organic,7,27.01,20.0,1.35,66131.0,2448.0,1478241.0,73919.0
Table Grapes,2014,certified organic,6,43.97,57.16,0.769,106977.0,2433.0,3510881.0,61423.0
Table Grapes,2015,certified organic,7,32.0,121.83,0.263,98695.0,3084.0,7667812.0,62941.0
Table Grapes,2016,certified organic,7,37.57,77.56,0.484,133595.0,3556.0,4676703.0,60295.0
Table Grapes,2017,certified organic,7,48.47,180.4,0.269,186185.0,3841.0,11073200.0,61380.0
Table Grapes,2018,certified organic,7,53.29,188.74,0.282,223670.0,4197.0,10532464.0,55805.0
Table Grapes,2019,certified organic,9,129.12,252.35,0.512,861230.0,6670.0,17335151.0,68696.0
Table Grapes,2020,certified organic,10,236.84,220.93,1.072,1534043.0,6477.0,14076700.0,63717.0
Table Grapes,2021,certified organic,9,70.7,254.72,0.278,448928.0,6350.0,15712630.0,61687.0
Table Grapes,2022,certified organic,9,717.7,433.54,1.655,5031779.0,7011.0,25974939.0,59914.0
Table Grapes,2023,certified organic,9,1974.77,1292.17,1.528,13465951.0,6819.0,70433719.0,54508.0
Table Grapes,2024,certified organic,5,0.0,0.0,,0.0,2864.0,0.0,35625.0
Table Grapes,2025,certified organic,8,0.0,0.0,,0.0,6182.0,0.0,53832.0
Tangelos,2015,certified organic,5,84.37,49.45,1.706,13837.0,164.0,187563.0,3793.0
Tangelos,2016,certified organic,5,299.58,82.53,3.63,55123.0,184.0,311541.0,3775.0
Tangelos,2017,certified organic,5,123.19,20.01,6.156,22543.0,183.0,81276.0,4062.0
Tangelos,2018,certified organic,4,44.07,45.56,0.967,7007.0,159.0,151346.0,3322.0
Tangelos,2019,certified organic,5,643.45,101.7,6.327,90083.0,140.0,340486.0,3348.0
Tangelos,2020,certified organic,4,4.74,22.46,0.211,730.0,154.0,59079.0,2630.0
Tangelos,2021,certified organic,4,260.54,47.56,5.478,62008.0,238.0,114337.0,2404.0
Tangelos,2022,certified organic,4,1367.87,419.35,3.262,233905.0,171.0,959052.0,2287.0
Tangelos,2023,certified organic,3,0.0,127.24,0.0,0.0,141.0,269239.0,2116.0
Tangelos,2024,certified organic,4,0.0,0.0,,0.0,105.0,0.0,2352.0
Tangelos,2025,certified organic,4,0.0,0.0,,0.0,105.0,0.0,2245.0
Tomatoes,2012,certified organic,7,38.6,8.58,4.499,237605.0,6155.0,1336034.0,155659.0
Tomatoes,2013,certified organic,6,136.58,38.16,3.579,882883.0,6464.0,6141395.0,160926.0
Tomatoes,2014,certified organic,7,0.0,15.6,0.0,0.0,7288.0,2698277.0,172934.0
Tomatoes,2015,certified organic,11,49.05,20.64,2.376,404622.0,8249.0,4202897.0,203581.0
Tomatoes,2016,certified organic,14,86.33,32.24,2.678,1158695.0,13421.0,6427744.0,199379.0
Tomatoes,2017,certified organic,11,136.79,28.32,4.83,1286111.0,9402.0,4775557.0,168643.0
Tomatoes,2018,certified organic,9,32.1,14.58,2.202,328271.0,10228.0,2395646.0,164299.0
Tomatoes,2019,certified organic,9,239.95,71.69,3.347,2379098.0,9915.0,11432552.0,159482.0
Tomatoes,2020,certified organic,9,67.17,13.0,5.167,786198.0,11704.0,2100967.0,161568.0
Tomatoes,2021,certified organic,11,277.65,71.2,3.9,3698587.0,13321.0,11342318.0,159292.0
Tomatoes,2022,certified organic,12,307.41,99.66,3.085,3599796.0,11710.0,16512208.0,165680.0
Tomatoes,2023,certified organic,14,122.68,163.12,0.752,1544048.0,12586.0,34395900.0,210863.0
Tomatoes,2025,certified organic,3,0.0,0.0,,0.0,1503.0,0.0,7912.0
Triticale,2018,certified organic,2,0.0,0.0,,0.0,1781.0,0.0,2599.0
Triticale,2019,certified organic,1,197.34,4.78,41.285,182346.0,924.0,311.0,65.0
Triticale,2020,certified organic,1,297.93,0.0,,45285.0,152.0,0.0,868.0
Triticale,2021,certified organic,1,214.99,38.4,5.599,32679.0,152.0,1344.0,35.0
Triticale,2022,certified organic,2,0.0,18.86,0.0,0.0,524.0,45537.0,2414.0
Triticale,2023,certified organic,2,134.38,35.8,3.754,53617.0,399.0,22766.0,636.0
Triticale,2024,certified organic,2,0.0,0.0,,0.0,767.0,0.0,2670.0
Triticale,2025,certified organic,3,0.0,0.0,,0.0,659.0,0.0,904.0
Valencia Oranges,2012,certified organic,7,52.49,40.17,1.307,62358.0,1188.0,1040271.0,25895.0
Valencia Oranges,2013,certified organic,7,105.84,33.27,3.181,131242.0,1240.0,825825.0,24821.0
Valencia Oranges,2014,certified organic,7,223.27,148.96,1.499,221036.0,990.0,3536403.0,23740.0
Walnuts,2011,certified organic,18,4.06,4.86,0.835,6873.0,1693.0,356706.0,73423.0
Walnuts,2012,certified organic,15,0.0,5.69,0.0,0.0,1762.0,283626.0,49832.0
